added,collx_id,number,name,team,year,brand,set,flags,condition,front_image,back_image,market_value,asking_price,sold_for_price,location,notes
1/3/24,303446445,CD28,João Félix,Portugal,2022,Topps,2022-23 Topps Match Attax 101 Road to UEFA Nations League Finals - Green Foil,,Mint,https://storage.googleapis.com/collx-user-cards/60754-303446445-front.jpg,,1.12,,,,
1/3/24,303442200,103,Scottie Pippen,Chicago Bulls,1992,Topps,1992-93 Topps - Gold,,,https://storage.googleapis.com/collx-user-cards/60754-303442200-front.jpg,,2.48,,,,
1/3/24,303442194,103,Scottie Pippen,Chicago Bulls,1992,Topps,1992-93 Topps,,,https://storage.googleapis.com/collx-user-cards/60754-303442194-front.jpg,,1.99,,,,
1/3/24,303442143,180,Scottie Pippen,Chicago Bulls,1994,,1994-95 SkyBox Premium,,,https://storage.googleapis.com/collx-user-cards/60754-303442143-front.jpg,,1.00,,,,
1/3/24,303442115,202,Bob Cousy,Boston Celtics,2008,,2008-09 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-303442115-front.jpg,,2.98,,,,
1/3/24,303442106,69,Scottie Pippen,Chicago Bulls,1990,,1990-91 Hoops,,,https://storage.googleapis.com/collx-user-cards/60754-303442106-front.jpg,,1.39,,,,
1/3/24,303442044,213,Magic Johnson,Los Angeles Lakers,2008,,2008-09 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-303442044-front.jpg,,2.31,,,,
1/3/24,303441234,AR-8,Eddie Jones,Los Angeles Lakers,1994,,1994-95 Hoops - Magic's All-Rookies,,,https://storage.googleapis.com/collx-user-cards/60754-303441234-front.jpg,,2.49,,,,
1/3/24,303441160,120,Michael Finley,Dallas Mavericks,2000,Topps,2000-01 Topps,,,https://storage.googleapis.com/collx-user-cards/60754-303441160-front.jpg,,0.24,,,,
1/3/24,303441125,FAR-10,Wesley Person,Phoenix Suns,1994,,1994-95 Hoops - Magic's All-Rookies Foil-Tech,,,https://storage.googleapis.com/collx-user-cards/60754-303441125-front.jpg,,1.99,,,,
1/3/24,303441025,410,Allen Iverson,Philadelphia 76ers,2000,Upper Deck,2000-01 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-303441025-front.jpg,,1.74,,,,
1/3/24,303441006,96,Scottie Pippen,Chicago Bulls,1996,Score,1996 Score Board Rookies,,,https://storage.googleapis.com/collx-user-cards/60754-303441006-front.jpg,,1.17,,,,
1/3/24,303440283,402,Lamar Odom,Los Angeles Clippers,2000,Upper Deck,2000-01 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-303440283-front.jpg,,7.48,,,,
1/3/24,303440117,407,Stephon Marbury,New Jersey Nets,2000,Upper Deck,2000-01 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-303440117-front.jpg,,4.98,,,,
1/1/24,301398924,621,Doug Dascenzo,Chicago Cubs,1989,Score,1989 Score,RC,,https://storage.googleapis.com/collx-user-cards/60754-301398924-front.jpg,,0.05,,,,
1/1/24,301398881,634,Tom Gordon,Kansas City Royals,1989,Score,1989 Score,RC,,https://storage.googleapis.com/collx-user-cards/60754-301398881-front.jpg,,1.00,,,,
1/1/24,301398862,631,Derek Lilliquist,Atlanta Braves,1989,Score,1989 Score,RC,,https://storage.googleapis.com/collx-user-cards/60754-301398862-front.jpg,,0.10,,,,
1/1/24,301398846,633,Luis Medina,Cleveland Indians,1989,Score,1989 Score,RC,,https://storage.googleapis.com/collx-user-cards/60754-301398846-front.jpg,,0.05,,,,
1/1/24,301398823,632,Geronimo Berroa,Toronto Blue Jays,1989,Score,1989 Score,,,https://storage.googleapis.com/collx-user-cards/60754-301398823-front.jpg,,0.05,,,,
1/1/24,301398788,636,Craig Worthington,Baltimore Orioles,1989,Score,1989 Score,RC,,https://storage.googleapis.com/collx-user-cards/60754-301398788-front.jpg,,0.05,,,,
1/1/24,301398632,642,Dwight Smith,Chicago Cubs,1989,Score,1989 Score,RC,,https://storage.googleapis.com/collx-user-cards/60754-301398632-front.jpg,,8.49,,,,
1/1/24,301398615,612,Scott Coolbaugh,Texas Rangers,1990,Score,1990 Score,RC,,https://storage.googleapis.com/collx-user-cards/60754-301398615-front.jpg,,0.05,,,,
1/1/24,301398597,258,Sammy Sosa,Chicago White Sox,1992,Score,1992 Score,,,https://storage.googleapis.com/collx-user-cards/60754-301398597-front.jpg,,0.27,,,,
1/1/24,301398476,624,Mike Harkey,Chicago Cubs,1989,Score,1989 Score,RC,,https://storage.googleapis.com/collx-user-cards/60754-301398476-front.jpg,,0.99,,,,
1/1/24,301398427,513,Bo Jackson,Chicago White Sox,1994,Score,1994 Score,,,https://storage.googleapis.com/collx-user-cards/60754-301398427-front.jpg,,2.75,,,,
1/1/24,301396172,57,Miles Austin,Dallas Cowboys,2010,Panini,2010 Panini Prestige,,,https://storage.googleapis.com/collx-user-cards/60754-301396172-front.jpg,,0.12,,,,
1/1/24,301396157,DAL7,DeMarcus Ware,Dallas Cowboys,2006,Topps,2006 Topps Dallas Cowboys,,,https://storage.googleapis.com/collx-user-cards/60754-301396157-front.jpg,,7.98,,,,
1/1/24,301396134,221,Drew Bledsoe,Dallas Cowboys,2006,Topps,2006 Topps,,,https://storage.googleapis.com/collx-user-cards/60754-301396134-front.jpg,,0.34,,,,
1/1/24,301396093,DAL12,Anthony Fasano,Dallas Cowboys,2006,Topps,2006 Topps Dallas Cowboys,,,https://storage.googleapis.com/collx-user-cards/60754-301396093-front.jpg,,0.11,,,,
1/1/24,301396077,DAL10,Mike Vanderjagt,Dallas Cowboys,2006,Topps,2006 Topps Dallas Cowboys,,,https://storage.googleapis.com/collx-user-cards/60754-301396077-front.jpg,,0.11,,,,
1/1/24,301396058,53,Felix Jones,Dallas Cowboys,2010,Panini,2010 Panini Prestige,,,https://storage.googleapis.com/collx-user-cards/60754-301396058-front.jpg,,0.12,,,,
1/1/24,301396044,228,DeMarcus Ware,Dallas Cowboys,2008,Topps,2008 Topps,,,https://storage.googleapis.com/collx-user-cards/60754-301396044-front.jpg,,0.12,,,,
1/1/24,301396011,178,Neville Gallimore,Dallas Cowboys,2020,Panini,2020 Panini Playbook - Orange,RC,,https://storage.googleapis.com/collx-user-cards/60754-301396011-front.jpg,,3.25,,,,
1/1/24,301395970,386,Willie Broughton,Dallas Cowboys,1990,Fleer,1990 Fleer,RC,,https://storage.googleapis.com/collx-user-cards/60754-301395970-front.jpg,,0.05,,,,
1/1/24,301395947,1,Dak Prescott,Dallas Cowboys,2021,Panini,2021 Panini Legacy,,,https://storage.googleapis.com/collx-user-cards/60754-301395947-front.jpg,,1.27,5,,,
1/1/24,301395862,8,Leon Lett,Dallas Cowboys,1993,Pinnacle,1993 Pinnacle - Super Bowl XXVII,,,https://storage.googleapis.com/collx-user-cards/60754-301395862-front.jpg,,4.08,,,,
1/1/24,301395830,235,Jay Novacek,Dallas Cowboys,1996,,1996 Collector's Choice,,,https://storage.googleapis.com/collx-user-cards/60754-301395830-front.jpg,,0.09,,,,
1/1/24,301395800,164,Greg Ellis,Dallas Cowboys,2000,Fleer,2000 Fleer Focus,,,https://storage.googleapis.com/collx-user-cards/60754-301395800-front.jpg,,0.12,,,,
1/1/24,301395788,5,DeMarcus Ware,Dallas Cowboys,2007,Topps,2007 Topps Dallas Cowboys,,,https://storage.googleapis.com/collx-user-cards/60754-301395788-front.jpg,,0.04,,,,
1/1/24,301395767,13,Drew Bledsoe,Dallas Cowboys,2007,Topps,2007 Topps,,,https://storage.googleapis.com/collx-user-cards/60754-301395767-front.jpg,,0.99,,,,
1/1/24,301395684,205,Germane Crowell,Detroit Lions,1998,Leaf,1998 Leaf Rookies & Stars - Longevity Holofoil,"RC, SN50",,https://storage.googleapis.com/collx-user-cards/60754-301395684-front.jpg,,23.86,,,,
1/1/24,301395646,108,Dak Prescott,Dallas Cowboys,2020,Prizm,2020 Panini Select - Purple Prizm Die Cut,,,https://storage.googleapis.com/collx-user-cards/60754-301395646-front.jpg,,2.40,,,,
1/1/24,301395617,25,Sherman Williams,Dallas Cowboys,1995,Upper Deck,1995 Upper Deck - Electric,RC,,https://storage.googleapis.com/collx-user-cards/60754-301395617-front.jpg,,0.15,,,,
1/1/24,301395597,181,Felix Jones,Dallas Cowboys,2008,Topps,2008 Topps Kickoff,RC,,https://storage.googleapis.com/collx-user-cards/60754-301395597-front.jpg,,0.50,,,,
1/1/24,301395579,265,Darren Woodson,Dallas Cowboys,1996,,1996 Collector's Choice,,,https://storage.googleapis.com/collx-user-cards/60754-301395579-front.jpg,,0.23,,,,
1/1/24,301395565,FH4,Kevin Williams,Dallas Cowboys,1995,Topps,1995 Topps - Florida Hotbed,,,https://storage.googleapis.com/collx-user-cards/60754-301395565-front.jpg,,0.99,,,,
1/1/24,301395543,FH8,Emmitt Smith,Dallas Cowboys,1995,Topps,1995 Topps - Florida Hotbed,,,https://storage.googleapis.com/collx-user-cards/60754-301395543-front.jpg,,1.99,,,,
1/1/24,301395532,115,Emmitt Smith,Dallas Cowboys,1996,,1996 Collector's Choice,,,https://storage.googleapis.com/collx-user-cards/60754-301395532-front.jpg,,1.25,,,,
1/1/24,301395452,74,Kelvin Martin,Dallas Cowboys,1991,Score,1991 Score,,,https://storage.googleapis.com/collx-user-cards/60754-301395452-front.jpg,,0.15,,,,
1/1/24,301395437,116,Michael Irvin,Dallas Cowboys,1995,Upper Deck,1995 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-301395437-front.jpg,,1.25,,,,
1/1/24,301395425,185,Jacquez Green,Tampa Bay Buccaneers,1998,,1998 Collector's Edge Advantage - Silver,RC,,https://storage.googleapis.com/collx-user-cards/60754-301395425-front.jpg,,1.50,,,,
1/1/24,301395409,94,Morris Claiborne,Dallas Cowboys,2013,Topps,2013 Topps,,,https://storage.googleapis.com/collx-user-cards/60754-301395409-front.jpg,,0.40,,,,
1/1/24,301395379,271,Barry Sanders,Detroit Lions,1998,Leaf,1998 Leaf Rookies & Stars - Longevity Holofoil,SN50,,https://storage.googleapis.com/collx-user-cards/60754-301395379-front.jpg,,1.00,,,,
1/1/24,301395333,388,Ray Horton,Dallas Cowboys,1990,Fleer,1990 Fleer,,,https://storage.googleapis.com/collx-user-cards/60754-301395333-front.jpg,,0.26,,,,
1/1/24,301395292,200,Emmitt Smith,Dallas Cowboys,1995,Upper Deck,1995 Upper Deck - Electric,,,https://storage.googleapis.com/collx-user-cards/60754-301395292-front.jpg,,2.00,,,,
1/1/24,301395281,51,Ken Norton,Dallas Cowboys,1991,Score,1991 Score,,,https://storage.googleapis.com/collx-user-cards/60754-301395281-front.jpg,,0.18,,,,
1/1/24,301395253,396,Steve Walsh,Dallas Cowboys,1990,Fleer,1990 Fleer,,,https://storage.googleapis.com/collx-user-cards/60754-301395253-front.jpg,,0.16,,,,
1/1/24,301395230,117,Issiac Holt,Dallas Cowboys,1991,Score,1991 Score,,,https://storage.googleapis.com/collx-user-cards/60754-301395230-front.jpg,,0.20,,,,
1/1/24,301395159,126,Felix Jones,Dallas Cowboys,2010,Topps,2010 Topps - Gold,SN2010,,https://storage.googleapis.com/collx-user-cards/60754-301395159-front.jpg,,1.50,,,,
1/1/24,301395140,1,Marion Barber,Dallas Cowboys,2007,Topps,2007 Topps Dallas Cowboys,,,https://storage.googleapis.com/collx-user-cards/60754-301395140-front.jpg,,0.12,,,,
1/1/24,301395116,48,James Washington,Dallas Cowboys,1992,,1992 Playoff,,,https://storage.googleapis.com/collx-user-cards/60754-301395116-front.jpg,,0.12,,,,
1/1/24,301395099,277,Jim Jeffcoat,Dallas Cowboys,1991,Score,1991 Score,,,https://storage.googleapis.com/collx-user-cards/60754-301395099-front.jpg,,0.30,,,,
1/1/24,301395081,225,Troy Aikman,Dallas Cowboys,1991,Score,1991 Score,,,https://storage.googleapis.com/collx-user-cards/60754-301395081-front.jpg,,1.01,,,,
1/1/24,301395007,163,Bradlee Anae,Dallas Cowboys,2020,Panini,2020 Panini Playbook,RC,,https://storage.googleapis.com/collx-user-cards/60754-301395007-front.jpg,,5.50,,,,
1/1/24,301394994,395,Derrick Shepard,Dallas Cowboys,1990,Fleer,1990 Fleer,RC,,https://storage.googleapis.com/collx-user-cards/60754-301394994-front.jpg,,0.25,,,,
1/1/24,301394980,177,Tommie Agee,Dallas Cowboys,1991,Score,1991 Score,,,https://storage.googleapis.com/collx-user-cards/60754-301394980-front.jpg,,0.05,,,,
1/1/24,301394960,10,Michael Irvin,Dallas Cowboys,1998,,1998 Pacific Aurora: Championship Fever,,,https://storage.googleapis.com/collx-user-cards/60754-301394960-front.jpg,,2.99,,,,
1/1/24,301394932,287,Daniel Stubbs,Dallas Cowboys,1991,Score,1991 Score,,,https://storage.googleapis.com/collx-user-cards/60754-301394932-front.jpg,,0.05,,,,
1/1/24,301394921,162,Jack Del Rio,Dallas Cowboys,1991,Score,1991 Score,,,https://storage.googleapis.com/collx-user-cards/60754-301394921-front.jpg,,0.10,,,,
1/1/24,301394904,189,Robert Awalt,Dallas Cowboys,1991,Score,1991 Score,,,https://storage.googleapis.com/collx-user-cards/60754-301394904-front.jpg,,0.05,,,,
1/1/24,301394877,35,Eugene Lockhart,Dallas Cowboys,1991,Score,1991 Score,,,https://storage.googleapis.com/collx-user-cards/60754-301394877-front.jpg,,0.14,,,,
1/1/24,301394815,277,Jim Schwantz,Dallas Cowboys,1997,,1997 Stadium Club,,,https://storage.googleapis.com/collx-user-cards/60754-301394815-front.jpg,,0.10,,,,
1/1/24,301394781,330,Emmitt Smith,Dallas Cowboys,1995,Topps,1995 Topps - Carolina Panthers,,,https://storage.googleapis.com/collx-user-cards/60754-301394781-front.jpg,,0.90,,,,
1/1/24,301394762,282,Nick Folk,Dallas Cowboys,2008,Topps,2008 Topps,,,https://storage.googleapis.com/collx-user-cards/60754-301394762-front.jpg,,0.99,,,,
1/1/24,301394743,128,Roy Williams,Dallas Cowboys,2007,Donruss,2007 Donruss Threads,,,https://storage.googleapis.com/collx-user-cards/60754-301394743-front.jpg,,0.17,,,,
1/1/24,301394717,357,Tashard Choice,Dallas Cowboys,2008,Topps,2008 Topps,RC,,https://storage.googleapis.com/collx-user-cards/60754-301394717-front.jpg,,0.12,,,,
1/1/24,301394702,318,Russell Maryland,Dallas Cowboys,1995,,1995 Collector's Choice,,,https://storage.googleapis.com/collx-user-cards/60754-301394702-front.jpg,,0.09,,,,
1/1/24,301394670,86,Michael Irvin,Dallas Cowboys,1996,,1996 Collector's Choice,,,https://storage.googleapis.com/collx-user-cards/60754-301394670-front.jpg,,0.99,,,,
1/1/24,301394655,3,Amari Cooper,Dallas Cowboys,2021,Panini,2021 Panini Legacy,,,https://storage.googleapis.com/collx-user-cards/60754-301394655-front.jpg,,5.42,5,,,
1/1/24,301394591,1G,Russell Maryland,Dallas Cowboys,1991,,1991 Action Packed Rookie/Update - 24K Gold,,,https://storage.googleapis.com/collx-user-cards/60754-301394591-front.jpg,,0.02,,,,
1/1/24,301394577,N7,Emmitt Smith,Dallas Cowboys,1995,,1995 Classic NFL Experience - Super Bowl Game,,,https://storage.googleapis.com/collx-user-cards/60754-301394577-front.jpg,,0.56,,,,
1/1/24,301394553,53,Michael Irvin,Dallas Cowboys,1991,,1991 Action Packed,,,https://storage.googleapis.com/collx-user-cards/60754-301394553-front.jpg,,0.25,,,,
1/1/24,301394534,TC3,Jim Schwantz,Dallas Cowboys,1997,,1997 Collector's Choice - Turf Champions,,,https://storage.googleapis.com/collx-user-cards/60754-301394534-front.jpg,,0.25,,,,
1/1/24,301394491,492,James Washington,Dallas Cowboys,1993,,1993 Fleer,,,https://storage.googleapis.com/collx-user-cards/60754-301394491-front.jpg,,2.49,,,,
1/1/24,301394474,172,Jay Novacek,Dallas Cowboys,1995,Upper Deck,1995 Upper Deck - Electric Gold,,,https://storage.googleapis.com/collx-user-cards/60754-301394474-front.jpg,,0.97,,,,
1/1/24,301394444,28,Alvin Harper,Dallas Cowboys,1995,,1995 Classic NFL Experience,,,https://storage.googleapis.com/collx-user-cards/60754-301394444-front.jpg,,0.30,,,,
1/1/24,301394378,2,Ezekiel Elliott,Dallas Cowboys,2021,Panini,2021 Panini Legacy,,,https://storage.googleapis.com/collx-user-cards/60754-301394378-front.jpg,,8.01,8.08,,,
1/1/24,301394364,309,Charles Haley,Dallas Cowboys,1993,Upper Deck,1993 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-301394364-front.jpg,,0.12,,,,
1/1/24,301394339,175,Deion Sanders,Dallas Cowboys,1996,,1996 Collector's Choice,,,https://storage.googleapis.com/collx-user-cards/60754-301394339-front.jpg,,1.25,,,,
1/1/24,301394323,60,Wane McGarity,Dallas Cowboys,2001,Topps,2001 Topps,,,https://storage.googleapis.com/collx-user-cards/60754-301394323-front.jpg,,2.88,,,,
1/1/24,301394299,167,Marion Barber,Dallas Cowboys,2005,,2005 Playoff Absolute Memorabilia - Spectrum Blue,RC,,https://storage.googleapis.com/collx-user-cards/60754-301394299-front.jpg,,0.12,,,,
1/1/24,301394282,234,Emmitt Smith,Dallas Cowboys,1995,,1995 Collector's Choice - Player's Club,,,https://storage.googleapis.com/collx-user-cards/60754-301394282-front.jpg,,0.99,,,,
1/1/24,301394271,49,Dak Prescott,Dallas Cowboys,2021,Panini,2021 Panini Absolute,,,https://storage.googleapis.com/collx-user-cards/60754-301394271-front.jpg,,4.05,,,,
1/1/24,301394254,345,Charles Haley,Dallas Cowboys,1996,,1996 Collector's Choice,,,https://storage.googleapis.com/collx-user-cards/60754-301394254-front.jpg,,1.00,,,,
1/1/24,301394174,131,Issiac Holt,Dallas Cowboys,1991,,1991 Pro Set,,Mint,https://storage.googleapis.com/collx-user-cards/60754-301394174-front.jpg,,1.87,,,,
1/1/24,301394158,130,John Gesek,Dallas Cowboys,1991,,1991 Pro Set,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-301394158-front.jpg,,0.18,,,,
1/1/24,301394131,127,Tommie Agee,Dallas Cowboys,1991,,1991 Pro Set FACT Mobil,,,https://storage.googleapis.com/collx-user-cards/60754-301394131-front.jpg,,1.88,,,,
1/1/24,301394097,150,Emmitt Smith,Dallas Cowboys,1992,,1992 Pro Set,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-301394097-front.jpg,,1.27,,,,
1/1/24,301393868,5,Frank Thomas,Chicago White Sox,1998,Topps,1998 Topps SuperChrome,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-301393868-front.jpg,,0.10,,,,
1/1/24,301393778,13,Tony Gwynn,San Diego Padres,1999,Topps,1999 Topps SuperChrome,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-301393778-front.jpg,,0.75,,,,
1/1/24,301393038,5,Tony Gwynn,San Diego Padres,1985,Topps,1985 Topps Super,,,https://storage.googleapis.com/collx-user-cards/60754-301393038-front.jpg,,2.95,2.95,,,
1/1/24,301390433,1,Tony Gwynn,San Diego Padres,1986,Donruss,1986 Donruss All-Stars,,,https://storage.googleapis.com/collx-user-cards/60754-301390433-front.jpg,,0.60,,,,
12/31/23,300292102,32,Bo Jackson,Kansas City Royals,1990,Upper Deck,1990 Upper Deck,,,,,1.49,,,,
12/31/23,300292029,29,Tim Raines,Montreal Expos,1990,Upper Deck,1990 Upper Deck,,,,,0.13,,,,
12/31/23,300291939,5,Devon White,California Angels,1990,Upper Deck,1990 Upper Deck,,,,,0.13,,,,
12/31/23,300291882,7,Von Hayes,Philadelphia Phillies,1990,Upper Deck,1990 Upper Deck,,,,,0.23,,,,
12/31/23,300291858,7,Von Hayes,Philadelphia Phillies,1990,Upper Deck,1990 Upper Deck,,,,,0.23,,,,
12/31/23,300291795,18,Steve Sax,New York Yankees,1990,Upper Deck,1990 Upper Deck,,,,,0.10,,,,
12/31/23,300291764,20,Mike Schmidt,Philadelphia Phillies,1990,Upper Deck,1990 Upper Deck,,,,,1.40,,,,
12/31/23,300291665,24,Ken Griffey Jr.,Seattle Mariners,1990,Upper Deck,1990 Upper Deck,,,,,1.50,,,,
12/31/23,300291609,16,Bobby Bonilla,Pittsburgh Pirates,1990,Upper Deck,1990 Upper Deck,,,,,0.10,,,,
12/31/23,300291565,12,Benito Santiago,San Diego Padres,1990,Upper Deck,1990 Upper Deck,,,,,0.30,,,,
12/31/23,300291436,68,Vince Coleman,St. Louis Cardinals,1990,Upper Deck,1990 Upper Deck,,,,,0.15,,,,
12/31/23,300291277,10,Orel Hershiser,Los Angeles Dodgers,1990,Upper Deck,1990 Upper Deck,,,,,0.26,,,,
12/31/23,300291105,73,Andre Dawson,Chicago Cubs,1990,Upper Deck,1990 Upper Deck,,,,,0.18,,,,
12/31/23,300291037,82,Julio Franco,Texas Rangers,1990,Upper Deck,1990 Upper Deck,,,,,0.13,,,,
12/31/23,300290965,84,John Smoltz,Atlanta Braves,1990,Upper Deck,1990 Upper Deck,,,,,0.25,,,,
12/31/23,300290897,79,Ozzie Guillen,Chicago White Sox,1990,Upper Deck,1990 Upper Deck,,,,,0.18,,,,
12/31/23,300290821,88,Mike Scott,Houston Astros,1990,Upper Deck,1990 Upper Deck,,,,,0.15,,,,
12/31/23,300290749,91,Robin Yount,Milwaukee Brewers,1990,Upper Deck,1990 Upper Deck,,,,,0.40,,,,
12/31/23,300290692,105b,Bo Jackson,Kansas City Royals,1990,Upper Deck,1990 Upper Deck,,,,,1.70,,,,
12/31/23,300290553,156b,Ken Griffey Jr.,Seattle Mariners,1990,Upper Deck,1990 Upper Deck,,,,,3.00,,,,
12/31/23,300290481,171b,Mark McGwire,Oakland Athletics,1990,Upper Deck,1990 Upper Deck,,,,,2.00,,,,
12/31/23,300290407,181b,Chris Sabo,Cincinnati Reds,1990,Upper Deck,1990 Upper Deck,,,,,0.10,,,,
12/31/23,300290379,182b,Darryl Strawberry,New York Mets,1990,Upper Deck,1990 Upper Deck,,,,,0.28,,,,
12/31/23,300290333,184b,Billy Ripken,Baltimore Orioles,1990,Upper Deck,1990 Upper Deck,,,,,0.11,,,,
12/31/23,300290156,191b,Don Mattingly,New York Yankees,1990,Upper Deck,1990 Upper Deck,,Mint,,,3.24,,,,
12/31/23,300286646,256,Orel Hershiser,Los Angeles Dodgers,1990,Upper Deck,1990 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-300286646-front.jpg,,0.23,,,,
12/31/23,300286620,323,Roger Clemens,Boston Red Sox,1990,Upper Deck,1990 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-300286620-front.jpg,,1.34,,,,
12/31/23,300286594,324,Ryne Sandberg,Chicago Cubs,1990,Upper Deck,1990 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-300286594-front.jpg,,1.25,,,,
12/31/23,300286570,325,Benito Santiago,San Diego Padres,1990,Upper Deck,1990 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-300286570-front.jpg,,0.20,,,,
12/31/23,300286533,355,Ruben Sierra,Texas Rangers,1990,Upper Deck,1990 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-300286533-front.jpg,,0.20,,,,
12/31/23,300286422,75,Bo Jackson,Kansas City Royals,1990,Upper Deck,1990 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-300286422-front.jpg,,1.40,,,,
12/31/23,300286415,50,Will Clark,San Francisco Giants,1990,Upper Deck,1990 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-300286415-front.jpg,,0.20,,,,
12/31/23,300286405,34,Nolan Ryan,Texas Rangers,1990,Upper Deck,1990 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-300286405-front.jpg,,1.55,,,,
12/31/23,300286283,99,Barry Larkin,Cincinnati Reds,1990,Upper Deck,1990 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-300286283-front.jpg,,0.22,,,,
12/31/23,300286246,95,George Bell,Toronto Blue Jays,1990,Upper Deck,1990 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-300286246-front.jpg,,0.15,,,,
12/31/23,300286223,40,Kevin Mitchell,San Francisco Giants,1990,Upper Deck,1990 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-300286223-front.jpg,,0.13,,,,
12/31/23,300286167,41,Lou Whitaker,Detroit Tigers,1990,Upper Deck,1990 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-300286167-front.jpg,,0.16,,,,
12/31/23,300286131,36,Mark McGwire,Oakland Athletics,1990,Upper Deck,1990 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-300286131-front.jpg,,1.25,,,,
12/31/23,300286096,57,Roger Clemens,Boston Red Sox,1990,Upper Deck,1990 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-300286096-front.jpg,,0.47,,,,
12/31/23,300286057,53,Joe Carter,Cleveland Indians,1990,Upper Deck,1990 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-300286057-front.jpg,,0.16,,,,
12/31/23,300285992,62,Dwight Gooden,New York Mets,1990,Upper Deck,1990 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-300285992-front.jpg,,0.10,,,,
12/31/23,300285954,60b,Mickey Tettleton,Baltimore Orioles,1990,Upper Deck,1990 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-300285954-front.jpg,,0.10,,,,
12/31/23,300285862,682,"Ken Griffey, Sr.",Cincinnati Reds,1990,Upper Deck,1990 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-300285862-front.jpg,,0.25,,,,
12/31/23,300285812,734b,Nolan Ryan,Texas Rangers,1990,Upper Deck,1990 Upper Deck,,,https://storage.googleapis.com/collx-user-cards/60754-300285812-front.jpg,,1.59,,,,
12/31/23,300285445,1,Roy Williams,Detroit Lions,2007,Topps,2007 Topps Detroit Lions,,,https://storage.googleapis.com/collx-user-cards/60754-300285445-front.jpg,,1.75,,,,
12/31/23,300285138,109,Mac Jones,New England Patriots,2021,Panini,2021 Panini Absolute,"RC, SN250",,https://storage.googleapis.com/collx-user-cards/60754-300285138-front.jpg,,4.50,,,,
12/31/23,300284630,G-10,David Carr / Derek Carr ,,2021,Panini,2021 Panini Legacy - Generations,,,https://storage.googleapis.com/collx-user-cards/60754-300284630-front.jpg,,7.99,,,,
12/31/23,300283388,41,Napoleon Kaufman,Oakland Raiders,1996,,1996 Collector's Edge Advantage - Perfect Play Foils,,Poor,https://storage.googleapis.com/collx-user-cards/60754-300283388-front.jpg,,0.10,0.5,,,Face of card is cracked From heat 
12/31/23,300280363,745,Scott McGregor,Baltimore Orioles,1983,Topps,1983 Topps,,,https://storage.googleapis.com/collx-user-cards/60754-300280363-front.jpg,,1.36,350,,,
12/31/23,300279976,180,Tony Gwynn,San Diego Padres,1991,Topps,1991 Topps,,,https://storage.googleapis.com/collx-user-cards/60754-300279976-front.jpg,,,7.99,,,
12/31/23,300279605,59,Greg Vaughn,Cincinnati Reds,1999,,1999 Flair Showcase - Flair Showcase Row 1 (Showcase),SN3000,,https://storage.googleapis.com/collx-user-cards/60754-300279605-front.jpg,,0.86,25,,,
12/31/23,300279443,16,Joey Galloway,Seattle Seahawks,1996,,1996 Collector's Edge - Ripped,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-300279443-front.jpg,,2.52,3,,,
12/31/23,300271317,98,Kevin Ritz,Detroit Tigers,1990,Upper Deck,1990 Upper Deck,RC,Mint,https://storage.googleapis.com/collx-user-cards/60754-300271317-front.jpg,,3.57,1.5,,,
12/31/23,300271301,93,Julio Machado,New York Mets,1990,Upper Deck,1990 Upper Deck,RC,Mint,https://storage.googleapis.com/collx-user-cards/60754-300271301-front.jpg,,0.34,1.5,,,
12/31/23,300271278,87,Kevin Tapani,Minnesota Twins,1990,Upper Deck,1990 Upper Deck,RC,Mint,https://storage.googleapis.com/collx-user-cards/60754-300271278-front.jpg,,0.05,1.5,,,
